id,readme,Dependency management,Support,Testing,Reporting,Mobile CI,Community,Security,Chat,IDEs,Monitoring,Code review,Code quality,Publishing,Project management,API management,Open Source management,Mobile,Code search,GitHub Sponsors,Continuous integration,Deployment,Container CI,Localization,Utilities,Desktop tools,AI Assisted,Time tracking,Code Scanning Ready,Backup Utilities,Learning
kinow/jekyll-builder-for-github-pages-action,"    # Use a newer `bundle` command.
# In your repository\'s `.github/workflows/publish-to-github-pages.yaml` file.
# Name of your GitHub Actions workflow.
# Specifies to run this workflow whenever a push is made (commits are
# added) to the branch named `jekyll`.
      # Change this to the branch where you keep your Jekyll code.
# Define a job named `build-and-publish` in your workflow.
      # Checkout the source from the `jekyll` branch.
      # Invoke this action against the newly checked out source code.
          # Provide this action with your repository\'s `GH_PAGES_TOKEN`
          # ""Secret"" variable. This should be the value of a personal
          # access token granted, at a minimum, the `public_repo` and
          # the `repo_deployment` scopes needed to deploy to GH Pages.
  # Automatically execute this workflow on a schedule.
    # POSIX-compatible cron syntax is supported.
  # Also run this workflow whenever pushes are made to these branches, as before.
      # Change this to the branch where you keep your Jekyll code.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
two-pack/redmine-plugin-test-action,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Yikun/hub-mirror-action,"    # src_account_type: org
    # dst_account_type: org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
n1hility/cancel-previous-runs,"  # Prevent forks from running this to be nice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wanduow/action-cloudsmith-upload-packages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salcock/action-bintray-upload-rpm-packages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xmake-io/github-action-setup-xmake,"# for a minor version or patch of v1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
past-due/turnstyle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
past-due/fetch-release-info,"    # Always specify the github_token to increase rate limits
    # By default, output_directory is \'releases\'
    # output_directory: \'releases\'
    # By default, filter_release_keys removes author information
    # filter_release_keys: \'[""author""]\'
    # By default, filter_asset_keys removes uploader and download_count information
    # filter_asset_keys: \'[""uploader"", ""download_count""]\'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wmde/git-filter-repo-docker-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elgohr/Github-Release-Action,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
andstor/file-existence-action,"        # Only runs if all of the files exists",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dev-drprasad/delete-tag-and-release,"# choose either patch, minor, or major. See https://docs.npmjs.com/cli/v8/commands/npm-version#description for more info",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wip/action,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mstksg/setup-stack,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
miloserdow/capistrano-deploy,"# This is a basic workflow to help you get started with Actions
# Controls when the action will run.
  # Triggers the workflow on push or pull request events but only for the main branch
  # Allows you to run this workflow manually from the Actions tab
# A workflow run is made up of one or more jobs that can run sequentially or in parallel
  # This workflow contains a single job called ""build""
    # The type of runner that the job will run on
    # Steps represent a sequence of tasks that will be executed as part of the job
      # Checks-out your repository under $GITHUB_WORKSPACE, so your job can access it
          # ruby-version: 3.0.1 # Not needed with a .ruby-version file",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
vitalyliber/dokku-github-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
StephaneBour/actions-php-security-checker,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
umutphp/php-var-dump-check-action,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
superchargejs/redis-github-action,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
thomaseizinger/keep-a-changelog-new-release," ## [Unreleased]
 ### Changed",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
thomaseizinger/create-pull-request,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mindsers/changelog-reader-action,"    # Sequence of patterns matched against refs/tags
          # This pulls from the ""Get Changelog Entry"" step above, referencing it\'s ID to get its outputs object.
          # See this blog post for more info: https://jasonet.co/posts/new-features-of-github-actions/#passing-data-to-future-steps",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zendesk/cache,"  # http://man7.org/linux/man-pages/man1/date.1.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kappmeier/github-actions-maven-release,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andstor/copycat-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
zooniverse/label-when-approved-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atrox/codecov-action,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradle/gradle-build-action,"# Only write to the cache for builds on the \'main\' and \'release\' branches. (Default is \'main\' only.)
# Builds on other branches will only read existing entries from the cache.
# Cache downloaded JDKs in addition to the default directories.
# Exclude the local build-cache and keyrings from the directories cached.
# .github/workflows/gradle-build-pr.yml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
aochmann/actions-download-artifact,"    # Optional, GitHub token
    # Optional, uploaded artifact name,
    # will download all artifacts if not specified
    # and extract them in respective subdirectories
    # https://github.com/actions/download-artifact#download-all-artifacts
    # Optional, download latest artifact
    # Optional, directory where to extract artifact
    # Optional, defaults to current repo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
joutvhu/get-release,"      # Tag name start with `v`
      # Including pre-release",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tibdex/github-app-token,"          # Optional.
          # github_api_url: https://api.example.com
          # Optional.
          # installation_id: 1337
          # Optional.
          # Using a YAML multiline string to avoid escaping the JSON quotes.
          # permissions: >-
          #   {""members"": ""read""}
          # Optional.
          # repository: owner/repo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
urlstechie/urlchecker-action,"        # A subfolder or path to navigate to in the present or cloned repository
        # A comma-separated list of file types to cover in the URL checks
        # Choose whether to include file with no URLs in the prints.
        # The timeout seconds to provide to requests, defaults to 5 seconds
        # How many times to retry a failed request (each is logged, defaults to 1)
        # A comma separated links to exclude during URL checks
        # A comma separated patterns to exclude during URL checks
        # choose if the force pass or not
        # A project to clone. If not provided, assumes already cloned in the present working directory.
        # If a git_path is defined to clone, clone this branch (defaults to master)
        # A subfolder or path to navigate to in the present or cloned repository
        # Delete the cloned repository after running URLchecked (default is false)
        # A comma-separated list of file types to cover in the URL checks
        # Choose whether to include file with no URLs in the prints.
        # Choose whether to print a more verbose end summary with files and broken URLs.
        # The timeout seconds to provide to requests, defaults to 5 seconds
        # How many times to retry a failed request (each is logged, defaults to 1)
        # A comma separated links to exclude during URL checks
        # A comma separated patterns to exclude during URL checks
        # A comma separated list of file patterns (direct paths work as well) to exclude
        # numbers of workers to run in parallel (defaults to 9 if unset)
        # choose if the force pass or not",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
robinraju/release-downloader,"    # The source repository path.
    # Expected format {owner}/{repo}
    # Default: ${{ github.repository }}
    # A flag to set the download target as latest release
    # The default value is \'false\'
    # The github tag. e.g: v1.0.1
    # Download assets from a specific tag/version
    # The release id to download files from 
    # The name of the file to download.
    # Use this field only to specify filenames other than tarball or zipball, if any.
    # Supports wildcard pattern (eg: \'*\', \'*.deb\', \'*.zip\' etc..)
    # Download the attached tarball (*.tar.gz)
    # Download the attached zipball (*.zip)
    # Relative path under $GITHUB_WORKSPACE to place the downloaded file(s)
    # It will create the target directory automatically if not present
    # eg: out-file-path: ""my-downloads"" => It will create directory $GITHUB_WORKSPACE/my-downloads
    # A flag to set if the downloaded assets are archives and should be extracted
    # Checks all downloaded files if they end with zip, tar or tar.gz and extracts them, if true.
    # Prints a warning if enabled but file is not an archive - but does not fail.
    # Github access token to download files from private repositories
    # https://docs.github.com/en/actions/configuring-and-managing-workflows/creating-and-storing-encrypted-secrets
    # eg: token: ${{ secrets.MY_TOKEN }}
    # The URL of the Github API, only use this input if you are using Github Enterprise
    # Default: ""https://api.github.com""
    # Use http(s)://[hostname]/api/v3 to access the API for GitHub Enterprise Server",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
fkirc/skip-duplicate-actions,"  ### Here you can optionally control/limit backtracking
  # Boolean or number (default: true)
  # \'false\' means disable backtracking completely
  # \'5\' means to stop after having traced back 5 commits
    # continue-on-error: true # Uncomment once integration is finished
    # Map a step output to a job output
          # All of these options are optional, so you can remove them if you are happy with the defaults
          # Can be mixed with the ""global"" \'paths_ignore\' / \'paths\' options, for example:
          # paths_ignore: \'[""**/README.md""]\'
    # If \'skip-duplicate-actions\' terminates before the paths checks are performed (for example, when a successful duplicate run has
    # been found) \'paths_result\' outputs an empty object (\'{}\'). This can be easily intercepted in the if condition of a job
    #\xc2\xa0by checking the result of the ""global"" \'should_skip\' output first.
    # ...
    # ...",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sqren/backport-github-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
skeet70/default-project-board-action,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
browser-actions/setup-firefox,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vmactions/solaris-vm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
invi5H/ssh-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
avinal/github-pages-deploy-action,"        # Branch name(s) which have the source file for site/documentation
                # Use avinal/github-pages-deploy-action@<latest-release-tag> for latest stable release
                # Do not change the line below except the word main with tag number maybe
                    # GitHub access token with Repo Access
                    # For JavaDoc - ""java""
                    # For python write python package and additional packages if any - ""python3 python3-pip"" 
                    # Write make command to generate html e.g.- ""make html""
                    # Write the branch name for storing github pages source 
                    # Write the branch name having source files for site/documentation
                    # Write the name of the output folder where generated html is stored by makefile.
    # let command be git branch -v
    # add these to your Dockerfile
    # Now run",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vmactions/freebsd-vm,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vmactions/openbsd-vm,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ffurrer2/extract-release-notes,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jfrog/setup-jfrog-cli,"    # JFrog platform url (for example: https://acme.jfrog.io) 
    # Basic authentication credentials
    # JFrog Platform access token
    # Ping the server
    # Set the JFrog configuration to use by providing the server ID (configured by the \'jf c add\' command).
    # Ping local-1 Artifactory server
    # Now use the second sever configuration exposed to the Action.
    # Ping local-2 Artifactory server
   # JFrog platform url (for example: https://acme.jfrog.io) 
    # Basic authentication credentials
    # JFrog platform access token (if JF_USER and JF_PASSWORD are not provided)
    # JF_ACCESS_TOKEN: ${{ secrets.JF_ACCESS_TOKEN }}
    # Same can be achieved with a Config Token using JF_ENV_1 environment variable
    # JF_ENV_1: ${{ secrets.JF_SECRET_ENV_1 }}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
oprypin/find-latest-tag,"      # releases-only: false  # This repository doesn\'t use GitHub\'s ""release"" feature.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
addnab/docker-run-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
KeisukeYamashita/create-comment,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Khan/pull-request-comment-trigger,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dessant/support-requests,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rlespinasse/github-slug-action,"##[error]An action could not be found at the URI 'https://api.github.com/repos/rlespinasse/github-slug-action/tarball/GIT_REFERENCE'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
bazelbuild/setup-bazelisk,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
franzbischoff/replace_envs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
contention/rsync-deployments,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
gradle-update/update-gradle-wrapper-action,"    # every day at 2am
    # every week on Monday at 8am
  # not recommended",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dawidd6/action-get-tag,"    # Optionally strip `v` prefix",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alexellis/upload-assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
andreaswilli/delete-release-assets-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MarceloPrado/has-changed-path,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
dineshsonachalam/markdown-autodocs,"    # Optional, defaults to author of the commit that triggered the run
    # Optional, defaults to ""actions@github.com""
    # Optional, but recommended
    # Defaults to ""Apply automatic changes""
    # Optional branch name where commit should be pushed to.
    # Defaults to the current branch.
    #\xc2\xa0Optional output file paths, defaults to \'[./README.md]\'.
    # Categories to automatically sync or transform its contents in the markdown files.
    # Defaults to \'[code-block,json-to-html-table,workflow-artifact-table]\'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
marocchino/sticky-pull-request-comment,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
potiuk/get-workflow-origin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
conda-incubator/setup-miniconda,"          # Increase this value to reset cache if etc/example-environment.yml has not changed
    # Increase this value to reset cache if etc/example-environment.yml has not changed",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
actions-cool/check-user-permission,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
crystal-lang/install-crystal,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hpi-swa/setup-smalltalkCI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
r0adkll/sign-android-release,"    # ID used to access action output
      # override default build-tools version (29.0.3) -- optional
  # Example use of `signedReleaseFile` output -- not needed",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fjogeleit/http-request-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
dorny/test-reporter,"    # Name or regex of artifact containing test results
    # Regular expression must be enclosed in \'/\'.
    # Values from captured groups will replace occurrences of $N in report name.
    # Example:
    #   artifact: /test-results-(.*)/
    #   name: \'Test report $1\'
    #   -> Artifact \'test-result-ubuntu\' would create report \'Test report ubuntu\'
    # Name of the Check Run which will be created
    # Coma separated list of paths to test results
    # Supports wildcards via [fast-glob](https://github.com/mrmlnc/fast-glob)
    # All matched result files must be of the same format
    # The fast-glob library that is internally used interprets backslashes as escape characters.
    # If enabled, all backslashes in provided path will be replaced by forward slashes and act as directory separators.
    # It might be useful when path input variable is composed dynamically from existing directory paths on Windows.
    # Format of test results. Supported options:
    #   dart-json
    #   dotnet-trx
    #   flutter-json
    #   java-junit
    #   jest-junit
    #   mocha-json
    # Allows you to generate only the summary.
    # If enabled, the report will contain a table listing each test results file and the number of passed, failed, and skipped tests.
    # Detailed listing of test suites and test cases will be skipped.
    # Limits which test suites are listed:
    #   all
    #   failed
    # Limits which test cases are listed:
    #   all
    #   failed
    #   none
    # Limits number of created annotations with error message and stack trace captured during test execution.
    # Must be less or equal to 50.
    # Set action as failed if test report contains any failed test
    # Relative path under $GITHUB_WORKSPACE where the repository was checked out.
    # Personal access token used to interact with Github API
    # Default: ${{ github.token }}",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sigstore/cosign-installer,"      # https://docs.github.com/en/actions/security-guides/security-hardening-for-github-actions#using-an-intermediate-environment-variable",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shogo82148/actions-setup-redis,"        # - \'windows-latest\' # windows is currently not supported.
      # connect to the redis-server via TCP
      # connect to the redis-server via unix domain socket
          # TLS Support starts from v6.0.
          # TLS is disabled by default. You need extra configurations.
      # connect to the redis-server via TLS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
step-security/harden-runner,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS-DevTools/npm-publish,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sibz/github-status-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
jwlawson/actions-setup-cmake,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fabriciobastian/download-release-asset-action,"    # ... some steps
    # ... more steps",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lucasbento/auto-close-issues,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kentaro-m/auto-assign-action,"# Set to true to add reviewers to pull requests
# Set to true to add assignees to pull requests
# A list of reviewers to be added to pull requests (GitHub user name)
# A number of reviewers added to the pull request
# Set 0 to add all the reviewers (default: 0)
# A list of assignees, overrides reviewers if set
# assignees:
#   - assigneeA
# A number of assignees to add to the pull request
# Set to 0 to add all of the assignees.
# Uses numberOfReviewers if unset.
# numberOfAssignees: 2
# A list of keywords to be skipped the process that add reviewers if pull requests include it
# skipKeywords:
#   - wip
# Set to true to add reviewers to pull requests
# Set to true to add assignees to pull requests
# A number of reviewers added to the pull request
# Set 0 to add all the reviewers (default: 0)
# A number of assignees to add to the pull request
# Set to 0 to add all of the assignees.
# Uses numberOfReviewers if unset.
# numberOfAssignees: 2
# Set to true to add reviewers from different groups to pull requests
# A list of reviewers, split into different groups, to be added to pull requests (GitHub user name)
# Set to true to add assignees from different groups to pull requests
# A list of assignees, split into different froups, to be added to pull requests (GitHub user name)
# assigneeGroups:
#   groupA:
#     - assigneeA
#     - assigneeB
#     - assigneeC
#   groupB:
#     - assigneeD
#     - assigneeE
#     - assigneeF
# A list of keywords to be skipped the process that add reviewers if pull requests include it
# skipKeywords:
#   - wip
# Set addAssignees to 'author' to set the PR creator as the assignee.
  # Run
  # Not run",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sibiraj-s/action-archiver,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
emibcn/badge-action,"# Unstage all the files in your working tree.
# Create a dedicated README file, so it's clear what's going on here",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
marcodallasanta/ssh-scp-deploy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Crec0/announce-n-crosspost,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lando/code-sign-action,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
leonsteinhaeuser/project-beta-automations,"# map fields with customized labels
          # organization: sample-org
          # organization: sample-org
          # organization: sample-org
          # organization: sample-org
# map fields with customized labels
          # organization: sample-org
          # organization: sample-org
          # organization: sample-org",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
limitusus/json-syntax-check,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hkusu/status-create-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
xinthink/action-telegram,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JoshuaTheMiller/conditional-build-matrix,"      # Required as the JSON input file needs to be read
          # inputFile: \'.github/workflows/matrix_includes.json\' # Default input file path
          # addInclude: true
          # The simple branch name can be used in the filter now!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
cardinalby/git-get-release-action,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cicirello/jacoco-badge-generator,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
convictional/trigger-workflow-and-wait,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fluttercandies/no-free-usage-action,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haythem/public-ip,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tj-actions/changed-files,"  # ------------------------------------------------------------------------------------------------------------------------------------------------
  # Event `pull_request`: Compare the last commit of the main branch or last remote commit of the PR branch -> to the current commit of a PR branch.
  # ------------------------------------------------------------------------------------------------------------------------------------------------
      # Example 1
          # Optionally set `files_yaml_from_source_file` to read the YAML from a file. e.g `files_yaml_from_source_file: .github/changed-files.yml`
        # NOTE: Ensure all outputs are prefixed by the same key used above e.g. `test_(...)` | `doc_(...)` | `src_(...)` when trying to access the `any_changed` output.
      # Example 2
        # To compare changes between the current commit and the last pushed remote commit set `since_last_remote_commit: true`. e.g
        # with:
        #   since_last_remote_commit: true 
      # Example 3
  # -------------------------------------------------------------
  # Event `pull_request`: Returns all changed pull request files.
  # --------------------------------------------------------------
    # NOTE:
    # - This is limited to pull_request* events and would raise an error for other events.
    # - A maximum of 3000 files can be returned.
    # - For more flexibility and no limitations see ""Using local .git history"" above.
# -------------------------------
#  Optionally run on other events
# -------------------------------
#  schedule:
#     - cron: \'0 0 * * *\'
#
#  release:
#    types: [...]
#
#  workflow_dispatch:
#
#  push:
#    tags:
#      - \'**\'
#
#  merge_group:
#
# ...and many more
  # -------------------------------------------------------------
  # Using GitHub\'s API is not supported for push events
  # -------------------------------------------------------------
  # 
  # ----------------------------------------------------------------------------------------------
  # Using local .git history
  # ----------------------------------------------------------------------------------------------
  # Event `push`: Compare the preceding remote commit -> to the current commit of the main branch 
  # ----------------------------------------------------------------------------------------------
      # Example 1
      # NOTE: `since_last_remote_commit: true` is implied by default and falls back to the previous local commit.
      # Example 2: See above
      # Example 3: See above",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
peter-evans/find-comment,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bbonkr/get-version-action,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
peter-evans/slash-command-dispatch,"          # etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
githubocto/repo-visualizer,"# Guide:
# - \'frontend/*.spec.js\' # exclude frontend tests
# - \'**/*.{png,ico,md}\'  # all png, ico, md files in any directory
# - \'**/!(*.module).ts\'  # all TS files except module files",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vijaykramesh/pr-lint-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
