project,actual,predicted
actions-cool/pr-auto-label,"Dependency management,Open Source management","Utilities,AI Assisted,Open Source management,Community,Support,Chat,GitHub Sponsors,Localization,Backup Utilities,Code Scanning Ready,Mobile,IDEs,Desktop tools,Code search,Monitoring,API management,Dependency management,Mobile CI,Project management,Container CI,Reporting,Code review,Security,Testing,Code quality,Publishing,Deployment,Continuous integration"
at-wat/bloom-release-action,Deployment,"Publishing,Utilities,Continuous integration,Container CI,Deployment,Project management,Desktop tools,Mobile CI,Backup Utilities,Localization,Code Scanning Ready,Mobile,GitHub Sponsors,Code search,IDEs,API management,Monitoring,AI Assisted,Support,Reporting,Testing,Community,Security,Chat,Open Source management,Code review,Dependency management,Code quality"
HarshCasper/validate-issues-over-pull-requests,"Community,Open Source management","Open Source management,Utilities,Project management,Support,Localization,Code review,Community,AI Assisted,Code Scanning Ready,GitHub Sponsors,Backup Utilities,Mobile,Monitoring,API management,IDEs,Mobile CI,Code search,Desktop tools,Chat,Code quality,Reporting,Security,Testing,Dependency management,Container CI,Publishing,Deployment,Continuous integration"
mikeal/merge-release,"Publishing,Open Source management","Publishing,Deployment,Continuous integration,Container CI,Utilities,Security,Dependency management,API management,Support,Backup Utilities,Mobile,Project management,GitHub Sponsors,Desktop tools,Localization,Code Scanning Ready,IDEs,Code search,Mobile CI,Monitoring,Reporting,AI Assisted,Community,Chat,Code quality,Code review,Open Source management,Testing"
ncipollo/release-action,"Project management,Continuous integration","Publishing,Deployment,Utilities,Project management,Continuous integration,Support,Security,Mobile CI,Mobile,Community,AI Assisted,GitHub Sponsors,Desktop tools,Backup Utilities,Container CI,Localization,IDEs,Code Scanning Ready,Code search,Dependency management,API management,Monitoring,Reporting,Code review,Open Source management,Chat,Code quality,Testing"
gleam-lang/setup-erlang,Continuous integration,"Continuous integration,Testing,Dependency management,Utilities,Reporting,Community,Deployment,Mobile,Desktop tools,IDEs,Mobile CI,Container CI,Code Scanning Ready,Security,Localization,Monitoring,GitHub Sponsors,Backup Utilities,API management,Support,Code quality,AI Assisted,Code search,Chat,Code review,Project management,Publishing,Open Source management"
morphy2k/revive-action,"Code quality,Utilities","Code quality,Code review,Testing,Continuous integration,Container CI,Project management,Security,Reporting,Support,GitHub Sponsors,Mobile,Localization,Code Scanning Ready,Desktop tools,Mobile CI,IDEs,Backup Utilities,Code search,AI Assisted,Chat,Monitoring,API management,Community,Utilities,Dependency management,Open Source management,Publishing,Deployment"
ishworkh/docker-image-artifact-download,"Continuous integration,Utilities","Continuous integration,Utilities,Deployment,Container CI,Dependency management,Testing,Reporting,GitHub Sponsors,Desktop tools,Localization,Mobile,Mobile CI,Code Scanning Ready,IDEs,Backup Utilities,Code search,Publishing,AI Assisted,Monitoring,Support,Chat,API management,Security,Community,Project management,Code quality,Open Source management,Code review"
estroz/rerun-actions,"Continuous integration,Utilities","Utilities,Code review,Open Source management,Project management,API management,Chat,Continuous integration,Community,Reporting,Support,Monitoring,Testing,GitHub Sponsors,AI Assisted,Localization,Code Scanning Ready,Mobile,Backup Utilities,Desktop tools,IDEs,Code search,Security,Mobile CI,Container CI,Dependency management,Code quality,Deployment,Publishing"
patrickjahns/version-drafter-action,"Open Source management,Utilities","Continuous integration,Utilities,Deployment,Code review,Open Source management,Testing,Dependency management,Project management,Desktop tools,Reporting,Code quality,GitHub Sponsors,IDEs,Container CI,Code Scanning Ready,Publishing,Support,Localization,Backup Utilities,Mobile,API management,Security,Code search,AI Assisted,Mobile CI,Chat,Monitoring,Community"
technote-space/release-github-actions,"Publishing,Utilities","Utilities,Project management,Publishing,Support,Code Scanning Ready,Localization,Backup Utilities,IDEs,GitHub Sponsors,Deployment,Mobile,Monitoring,AI Assisted,Code search,Mobile CI,Desktop tools,API management,Container CI,Chat,Community,Security,Reporting,Dependency management,Code quality,Open Source management,Code review,Testing,Continuous integration"
burrunan/gradle-cache-action,"Continuous integration,Utilities","Utilities,Dependency management,Security,Continuous integration,Container CI,IDEs,Code search,Mobile CI,Mobile,Code Scanning Ready,Backup Utilities,Localization,GitHub Sponsors,AI Assisted,Desktop tools,Testing,Support,Monitoring,API management,Publishing,Community,Reporting,Chat,Open Source management,Code quality,Code review,Project management,Deployment"
vmactions/netbsd-vm,"Testing,Continuous integration","Continuous integration,Testing,Mobile CI,Mobile,Backup Utilities,Code Scanning Ready,Localization,IDEs,GitHub Sponsors,Desktop tools,Monitoring,Code search,API management,AI Assisted,Support,Community,Security,Reporting,Container CI,Chat,Dependency management,Code review,Code quality,Deployment,Publishing,Project management,Utilities,Open Source management"
StephaneBour/actions-php-cpd,"Code review,Code quality","Continuous integration,Code quality,Security,Testing,Deployment,Desktop tools,Dependency management,Mobile,Mobile CI,Code Scanning Ready,Localization,Backup Utilities,GitHub Sponsors,IDEs,Code review,Chat,Code search,AI Assisted,Monitoring,API management,Support,Reporting,Container CI,Community,Publishing,Project management,Utilities,Open Source management"
andstor/file-existence-action,"Testing,Utilities","Utilities,Code quality,Code review,Community,Deployment,Support,Testing,API management,Project management,Publishing,Monitoring,Desktop tools,Code search,Localization,Continuous integration,Code Scanning Ready,GitHub Sponsors,Mobile,Backup Utilities,Mobile CI,IDEs,AI Assisted,Container CI,Security,Open Source management,Dependency management,Reporting,Chat"
crowdin/github-action,Localization,"Continuous integration,Chat,Testing,Publishing,Community,Project management,Utilities,Desktop tools,Open Source management,Deployment,IDEs,API management,Backup Utilities,Code Scanning Ready,GitHub Sponsors,Localization,Mobile,Monitoring,Support,Code search,Mobile CI,Reporting,Security,Code review,AI Assisted,Container CI,Dependency management,Code quality"
jsmrcaga/action-netlify-deploy,Deployment,"Deployment,Publishing,Project management,Open Source management,Reporting,Monitoring,Mobile CI,Backup Utilities,Security,API management,IDEs,Desktop tools,Mobile,Localization,Code Scanning Ready,Chat,GitHub Sponsors,Support,Community,Code search,AI Assisted,Continuous integration,Testing,Dependency management,Code quality,Code review,Container CI,Utilities"
SirYwell/sarif-annotator,"Code review,Code quality","Continuous integration,Code quality,Security,Testing,Deployment,GitHub Sponsors,Community,Code review,Reporting,Desktop tools,Backup Utilities,Code search,API management,Monitoring,Localization,Code Scanning Ready,IDEs,Mobile,AI Assisted,Chat,Mobile CI,Dependency management,Support,Open Source management,Utilities,Project management,Container CI,Publishing"
homoluctus/slatify,Chat,"Chat,Reporting,Community,Monitoring,API management,Support,Container CI,Mobile CI,IDEs,Mobile,Desktop tools,Localization,Code Scanning Ready,GitHub Sponsors,Backup Utilities,Project management,AI Assisted,Continuous integration,Code search,Security,Testing,Deployment,Code review,Code quality,Open Source management,Dependency management,Publishing,Utilities"
fuxingloh/multi-labeler,"Project management,Utilities","Open Source management,Project management,Utilities,Code review,Reporting,Desktop tools,Support,Community,Backup Utilities,GitHub Sponsors,Code Scanning Ready,Localization,Security,Testing,Mobile,IDEs,Monitoring,AI Assisted,Code search,Mobile CI,API management,Container CI,Chat,Code quality,Dependency management,Publishing,Continuous integration,Deployment"
sersoft-gmbh/xcodebuild-action,"Testing,Continuous integration","Continuous integration,Testing,Code quality,Utilities,Mobile CI,Dependency management,Security,API management,Mobile,Reporting,IDEs,Desktop tools,Backup Utilities,Code search,Localization,Code review,Code Scanning Ready,GitHub Sponsors,Container CI,Community,Publishing,AI Assisted,Support,Chat,Monitoring,Deployment,Project management,Open Source management"
wip/action,"Code review,Project management","Code review,Project management,Continuous integration,GitHub Sponsors,Backup Utilities,Community,Desktop tools,Chat,Localization,Monitoring,IDEs,Support,Code Scanning Ready,Code search,Mobile,Open Source management,Mobile CI,AI Assisted,Security,API management,Reporting,Dependency management,Deployment,Utilities,Code quality,Testing,Container CI,Publishing"
akosbalasko/coffee-readme,"Support,Utilities","Community,Container CI,Continuous integration,Project management,Publishing,Code search,Dependency management,Desktop tools,Reporting,Code review,Chat,Utilities,Mobile,Mobile CI,Security,GitHub Sponsors,Localization,Backup Utilities,Support,Code Scanning Ready,IDEs,Deployment,API management,Monitoring,Open Source management,AI Assisted,Testing,Code quality"
cytopia/shell-command-retry-action,"Community,Continuous integration","Continuous integration,Utilities,Container CI,Deployment,Testing,Publishing,Security,Mobile,Code Scanning Ready,Localization,Mobile CI,IDEs,GitHub Sponsors,Backup Utilities,AI Assisted,Code search,Desktop tools,Code quality,Monitoring,Support,API management,Dependency management,Reporting,Chat,Community,Open Source management,Project management,Code review"
sobolevn/misspell-fixer-action,"Localization,Utilities","Code quality,Code review,Project management,Open Source management,Code Scanning Ready,GitHub Sponsors,Localization,Backup Utilities,Mobile,Code search,IDEs,Security,Mobile CI,Desktop tools,AI Assisted,Support,API management,Monitoring,Community,Chat,Utilities,Reporting,Testing,Container CI,Dependency management,Publishing,Deployment,Continuous integration"
Warchant/setup-mold,"Continuous integration,Utilities","Utilities,Continuous integration,Dependency management,Testing,Deployment,Container CI,IDEs,Publishing,Community,Desktop tools,Backup Utilities,Code search,Localization,Mobile,Code Scanning Ready,GitHub Sponsors,Monitoring,Security,API management,Mobile CI,AI Assisted,Support,Chat,Reporting,Open Source management,Code quality,Code review,Project management"
agentd00nut/jekyll-build-optional-deploy-gh-pages,"Publishing,Deployment","Deployment,Publishing,Continuous integration,Testing,IDEs,Security,Container CI,Project management,Mobile CI,Mobile,Backup Utilities,Code Scanning Ready,Localization,GitHub Sponsors,Monitoring,Desktop tools,Code search,API management,AI Assisted,Support,Open Source management,Community,Reporting,Chat,Code review,Dependency management,Code quality,Utilities"
release-drafter/release-drafter,"Publishing,Deployment","Publishing,Utilities,Project management,Continuous integration,Deployment,Open Source management,Code review,Support,Community,API management,GitHub Sponsors,Code search,Desktop tools,Mobile CI,Backup Utilities,Localization,Security,Code Scanning Ready,Mobile,IDEs,Chat,AI Assisted,Monitoring,Reporting,Dependency management,Code quality,Container CI,Testing"
lukka/set-shell-env,Utilities,"Continuous integration,Dependency management,Code quality,Testing,Code review,Localization,Backup Utilities,Container CI,Desktop tools,Mobile,API management,Code Scanning Ready,GitHub Sponsors,IDEs,Mobile CI,Code search,Support,AI Assisted,Security,Monitoring,Community,Reporting,Chat,Project management,Deployment,Publishing,Open Source management,Utilities"
giboow/action-aws-cli,"API management,Utilities","Deployment,Utilities,Continuous integration,Mobile CI,Publishing,Localization,Code Scanning Ready,Mobile,Backup Utilities,GitHub Sponsors,IDEs,Container CI,AI Assisted,Desktop tools,Code search,Monitoring,API management,Testing,Support,Community,Security,Chat,Reporting,Dependency management,Code review,Open Source management,Project management,Code quality"
christian-draeger/write-properties,Utilities,"Utilities,Community,Support,Security,Continuous integration,Dependency management,Desktop tools,Mobile CI,Monitoring,Code Scanning Ready,Localization,Backup Utilities,Open Source management,Mobile,GitHub Sponsors,IDEs,Code search,API management,AI Assisted,Chat,Reporting,Container CI,Testing,Project management,Deployment,Publishing,Code quality,Code review"
ilammy/msvc-dev-cmd,"Continuous integration,Utilities","Continuous integration,Testing,Code quality,Dependency management,Utilities,IDEs,Desktop tools,Code search,Code review,Reporting,Mobile CI,Mobile,Backup Utilities,Publishing,GitHub Sponsors,Localization,Code Scanning Ready,Support,Monitoring,API management,Chat,Container CI,AI Assisted,Community,Security,Deployment,Project management,Open Source management"
wearerequired/lint-action,"Testing,Code quality","Code quality,Code review,Dependency management,Desktop tools,AI Assisted,Testing,Support,Security,Continuous integration,Mobile,Backup Utilities,Code Scanning Ready,Localization,GitHub Sponsors,IDEs,API management,Code search,Mobile CI,Monitoring,Reporting,Community,Chat,Open Source management,Container CI,Project management,Publishing,Deployment,Utilities"
actions/stale,Utilities,"Utilities,Open Source management,Project management,Community,Code review,Support,API management,Reporting,GitHub Sponsors,Code search,AI Assisted,Localization,Code Scanning Ready,Mobile,Backup Utilities,IDEs,Desktop tools,Monitoring,Mobile CI,Security,Chat,Dependency management,Deployment,Container CI,Publishing,Code quality,Testing,Continuous integration"
pxgamer/composer-action,Dependency management,"Chat,Monitoring,Reporting,API management,Dependency management,Code quality,Open Source management,Project management,Security,Backup Utilities,AI Assisted,Code Scanning Ready,Community,Support,Localization,Desktop tools,IDEs,Mobile,GitHub Sponsors,Code search,Mobile CI,Continuous integration,Container CI,Utilities,Testing,Code review,Publishing,Deployment"
eskatos/gradle-command-action,"Continuous integration,Utilities","Dependency management,Security,Utilities,Continuous integration,Code search,Mobile CI,Mobile,IDEs,Localization,Backup Utilities,Code Scanning Ready,GitHub Sponsors,Desktop tools,AI Assisted,Monitoring,API management,Support,Community,Container CI,Reporting,Chat,Testing,Code review,Open Source management,Project management,Code quality,Publishing,Deployment"
Attest/annotations-action,"Code quality,Continuous integration","Code quality,Testing,Container CI,Code review,Continuous integration,Security,Reporting,Monitoring,Publishing,Project management,Desktop tools,Dependency management,Mobile,Support,Code Scanning Ready,Localization,API management,GitHub Sponsors,Backup Utilities,IDEs,Code search,Mobile CI,Community,AI Assisted,Chat,Open Source management,Deployment,Utilities"
miloserdow/capistrano-deploy,"Continuous integration,Deployment","Deployment,Continuous integration,Utilities,Publishing,Testing,Open Source management,Security,Support,Mobile CI,Mobile,API management,Monitoring,IDEs,Code Scanning Ready,Localization,Desktop tools,Backup Utilities,GitHub Sponsors,Code search,Project management,AI Assisted,Dependency management,Reporting,Container CI,Community,Chat,Code review,Code quality"
skx/github-action-tester,"Testing,Continuous integration","Continuous integration,Publishing,Code quality,Code review,Project management,Security,Utilities,Open Source management,Testing,Mobile CI,Container CI,Desktop tools,Backup Utilities,GitHub Sponsors,Mobile,Localization,Code Scanning Ready,Community,IDEs,Code search,Support,API management,Reporting,Monitoring,Deployment,AI Assisted,Dependency management,Chat"
negz/create-tag,"Publishing,Continuous integration","Continuous integration,Utilities,Publishing,Deployment,Dependency management,Open Source management,Container CI,Chat,Desktop tools,API management,Localization,Code Scanning Ready,Backup Utilities,GitHub Sponsors,IDEs,Mobile,Reporting,AI Assisted,Monitoring,Code search,Mobile CI,Support,Project management,Security,Community,Code quality,Code review,Testing"
ffurrer2/extract-release-notes,"Publishing,Utilities","Publishing,Utilities,Open Source management,Continuous integration,Project management,Code review,Mobile CI,Localization,Code Scanning Ready,Community,GitHub Sponsors,IDEs,Backup Utilities,Mobile,Desktop tools,API management,Testing,AI Assisted,Support,Code search,Deployment,Monitoring,Chat,Security,Reporting,Container CI,Dependency management,Code quality"
everlytic/branch-merge,"Continuous integration,Utilities","Continuous integration,Project management,Utilities,Deployment,Code review,Security,API management,Container CI,Open Source management,Dependency management,Backup Utilities,Chat,Reporting,Monitoring,Localization,Code Scanning Ready,Mobile,Support,GitHub Sponsors,Desktop tools,Mobile CI,IDEs,AI Assisted,Code search,Code quality,Community,Publishing,Testing"
charmixer/auto-changelog-action,"Continuous integration,Deployment","Code quality,Testing,Utilities,Code review,Continuous integration,Security,Deployment,Desktop tools,Container CI,Code Scanning Ready,Dependency management,Localization,Chat,Backup Utilities,GitHub Sponsors,Mobile,IDEs,Code search,Monitoring,Mobile CI,AI Assisted,Reporting,API management,Support,Publishing,Community,Project management,Open Source management"
danielTobon43/PCL-Build-Action,"Continuous integration,Container CI","Continuous integration,Dependency management,Testing,Code quality,Deployment,Container CI,Reporting,IDEs,Monitoring,Mobile CI,Backup Utilities,Code Scanning Ready,Security,Mobile,Localization,GitHub Sponsors,API management,Support,Code search,Desktop tools,Chat,AI Assisted,Community,Code review,Publishing,Project management,Open Source management,Utilities"
LASER-Yi/workflow-status,"Dependency management,Monitoring","Monitoring,API management,Testing,Utilities,Code quality,Continuous integration,Security,Code review,Dependency management,Open Source management,Container CI,Reporting,Localization,Support,Community,Backup Utilities,AI Assisted,Code Scanning Ready,GitHub Sponsors,Mobile,IDEs,Mobile CI,Code search,Chat,Desktop tools,Project management,Publishing,Deployment"
ravinderjangra/android-ndk-toolchain-setup,"Mobile,Utilities","Mobile CI,Dependency management,Open Source management,Testing,Code review,Code quality,Code Scanning Ready,Publishing,IDEs,Localization,Utilities,Reporting,Backup Utilities,Mobile,GitHub Sponsors,Desktop tools,AI Assisted,Code search,Monitoring,Support,API management,Community,Continuous integration,Chat,Security,Container CI,Deployment,Project management"
ScottBrenner/cfn-lint-action,"Code quality,Continuous integration","Code quality,Deployment,Publishing,Continuous integration,Code review,Security,Testing,Localization,Mobile CI,IDEs,Code Scanning Ready,Mobile,Backup Utilities,GitHub Sponsors,API management,Desktop tools,Code search,AI Assisted,Monitoring,Dependency management,Support,Community,Reporting,Chat,Container CI,Project management,Open Source management,Utilities"
r7kamura/redocly-problem-matchers,"Code review,Continuous integration","Code quality,Continuous integration,Reporting,Code review,Project management,GitHub Sponsors,Localization,Code Scanning Ready,Mobile CI,Mobile,Backup Utilities,IDEs,API management,Desktop tools,AI Assisted,Open Source management,Code search,Support,Monitoring,Community,Security,Chat,Testing,Dependency management,Container CI,Utilities,Publishing,Deployment"
depot/setup-action,"Continuous integration,Container CI","Continuous integration,Utilities,Deployment,Dependency management,Testing,Security,API management,Backup Utilities,IDEs,Mobile CI,Monitoring,Mobile,Localization,Support,Code Scanning Ready,GitHub Sponsors,Code search,Desktop tools,AI Assisted,Community,Container CI,Publishing,Chat,Reporting,Project management,Code quality,Open Source management,Code review"
act10ns/slack,"Chat,Continuous integration","Chat,Reporting,API management,Monitoring,Community,Support,Backup Utilities,Localization,Code Scanning Ready,Mobile,GitHub Sponsors,Desktop tools,Mobile CI,Code search,IDEs,Container CI,AI Assisted,Security,Continuous integration,Code review,Code quality,Testing,Project management,Utilities,Dependency management,Open Source management,Deployment,Publishing"
